206	-0.9	0	0
208	-2.9	0	0
210	-1.9	0	0
212	-1.9	0	0
214	-1.9	0	0
216	-1.9	0	0
218	-0.9	0	0
220	-1.9	0	0
222	-0.9	0	0
224	-0.9	0	0
226	-1.9	0	0
228	-1.9	0	0
230	-1.9	0	0
232	-0.9	0	0
234	-0.9	0	0
236	-1.9	0	0
238	-0.9	0	0
240	-1.9	0	0
242	-0.9	0	0
244	-0.9	0	0
246	-0.9	0	0
248	-1.9	0	0
250	-1.9	0	0
252	-0.9	0	0
254	-0.9	0	0
256	-1.9	0	0
258	-0.9	0	0
260	-1.9	0	0
262	-0.9	0	0
264	-0.9	0	0
266	-0.9	0	0
268	-1.9	0	0
270	-2.9	0	0
272	-1.9	0	0
274	-0.9	0	0
276	-0.9	0	0
278	-0.9	0	0
280	-2.9	0	0
282	-1.9	0	0
284	-0.9	0	0
286	-0.9	0	0
288	-2.9	0	0
290	-1.9	0	0
292	-1.9	0	0
294	-1.9	0	0
296	-1.9	0	0
298	0.1	0	0
300	-1.9	0	0
302	-0.9	0	0
304	0.1	0	0
306	-0.9	0	0
308	-1.9	0	0
310	-2.9	0	0
312	-1.9	0	0
314	-1.9	0	0
316	-0.9	0	0
318	-0.9	0	0
320	-0.9	0	0
322	0.1	0	0
324	0.1	0	0
326	-0.9	0	0
328	-1.9	0	0
330	-1.9	0	0
332	-0.9	0	0
334	-0.9	0	0
336	-1.9	0	0
338	-0.9	0	0
340	-1.9	0	0
342	-0.9	0	0
344	-0.9	0	0
346	-0.9	0	0
348	-0.9	0	0
350	-1.9	0	0
352	-1.9	0	0
354	-1.9	0	0
356	-1.9	0	0
358	0.1	0	0
360	-0.9	0	0
362	-0.9	0	0
364	-0.9	0	0
366	0.1	0	0
368	-1.9	0	0
370	-1.9	0	0
372	-0.9	0	0
374	-0.9	0	0
376	-0.9	0	0
378	0.1	0	0
380	-0.9	0	0
382	-0.9	0	0
384	-0.9	0	0
386	-0.9	0	0
388	-1.9	0	0
390	-2.9	0	0
392	-1.9	0	0
394	-1.9	0	0
396	-1.9	0	0
398	0.1	0	0
400	-1.9	0	0
402	-0.9	0	0
404	-0.9	0	0
406	-0.9	0	0
408	-1.9	0	0
410	-1.9	0	0
412	-0.9	0	0
414	-0.9	0	0
416	-0.9	0	0
418	-0.9	0	0
420	-1.9	0	0
422	-0.9	0	0
424	-0.9	0	0
426	-0.9	0	0
428	-1.9	0	0
430	-1.9	0	0
432	-0.9	0	0
434	-0.9	0	0
436	-0.9	0	0
438	0.1	0	0
440	-1.9	0	0
442	-0.9	0	0
444	-0.9	0	0
446	0.1	0	0
448	-1.9	0	0
450	-1.9	0	0
452	-0.9	0	0
454	-0.9	0	0
456	-1.9	0	0
458	-0.9	0	0
460	-2.9	0	0
462	-1.9	0	0
464	-0.9	0	0
466	-0.9	0	0
468	-1.9	0	0
470	-2.9	0	0
472	-1.9	0	0
474	-0.9	0	0
476	-1.9	0	0
478	0.1	0	0
480	-1.9	0	0
482	-1.9	0	0
484	-0.9	0	0
486	-0.9	0	0
488	-1.9	0	0
490	-1.9	0	0
492	-1.9	0	0
494	-1.9	0	0
496	-1.9	0	0
498	-0.9	0	0
500	-2.9	0	0
502	-1.9	0	0
504	-0.9	0	0
506	-0.9	0	0
508	-2.9	0	0
510	-2.9	0	0
512	-2.9	0	0
514	-2.9	0	0
516	-2.9	0	0
518	-1.9	0	0
520	-2.9	0	0
522	-1.9	0	0
524	-1.9	0	0
526	-2.9	0	0
528	-4.9	0	0
530	-3.9	0	0
532	-2.9	0	0
534	-2.9	0	0
536	-3.9	0	0
538	-2.9	0	0
540	-3.9	0	0
542	-2.9	0	0
544	-2.9	0	0
546	-2.9	0	0
548	-4.9	0	0
550	-4.9	0	0
552	-4.9	0	0
554	-4.9	0	0
556	-4.9	0	0
558	-3.9	0	0
560	-5.9	0	0
562	-4.9	0	0
564	-3.9	0	0
566	-3.9	0	0
568	-5.9	0	0
570	-5.9	0	0
572	-4.9	0	0
574	-4.9	0	0
576	-4.9	0	0
578	-2.9	0	0
580	-4.9	0	0
582	-4.9	0	0
584	-4.9	0	0
586	-4.9	0	0
588	-5.9	0	0
590	-5.9	0	0
592	-5.9	0	0
594	-5.9	0	0
596	-5.9	0	0
598	-5.9	0	0
600	-6.9	0	0
602	-5.9	0	0
604	-5.9	0	0
606	-5.9	0	0
608	-7.9	0	0
610	-7.9	0	0
612	-6.9	0	0
614	-6.9	0	0
616	-5.9	0	0
618	-5.9	0	0
620	-6.9	0	0
622	-5.9	0	0
624	-5.9	0	0
626	-5.9	0	0
628	-7.9	0	0
630	-6.9	0	0
632	-5.9	0	0
634	-5.9	0	0
636	-6.9	0	0
638	-5.9	0	0
640	-7.9	0	0
642	-6.9	0	0
644	-6.9	0	0
646	-5.9	0	0
648	-7.9	0	0
650	-6.9	0	0
652	-6.9	0	0
654	-6.9	0	0
656	-6.9	0	0
658	-6.9	0	0
660	-7.9	0	0
662	-6.9	0	0
664	-6.9	0	0
666	-6.9	0	0
668	-7.9	0	0
670	-8.9	0	0
672	-7.9	0	0
674	-6.9	0	0
676	-7.9	0	0
678	-6.9	0	0
680	-6.9	0	0
682	-5.9	0	0
684	-5.9	0	0
686	-5.9	0	0
688	-7.9	0	0
690	-7.9	0	0
692	-6.9	0	0
694	-5.9	0	0
696	-6.9	0	0
698	-5.9	0	0
700	-6.9	0	0
702	-5.9	0	0
704	-5.9	0	0
706	-5.9	0	0
708	-6.9	0	0
710	-7.9	0	0
712	-6.9	0	0
714	-5.9	0	0
716	-5.9	0	0
718	-4.9	0	0
720	-6.9	0	0
722	-5.9	0	0
724	-4.9	0	0
726	-4.9	0	0
728	-5.9	0	0
730	-5.9	0	0
732	-5.9	0	0
734	-5.9	0	0
736	-4.9	0	0
738	-4.9	0	0
740	-5.9	0	0
742	-4.9	0	0
744	-4.9	0	0
746	-3.9	0	0
748	-5.9	0	0
750	-5.9	0	0
752	-4.9	0	0
754	-3.9	0	0
756	-4.9	0	0
758	-3.9	0	0
760	-4.9	0	0
762	-3.9	0	0
764	-3.9	0	0
766	-3.9	0	0
768	-4.9	0	0
770	-4.9	0	0
772	-3.9	0	0
774	-3.9	0	0
776	-2.9	0	0
778	-2.9	0	0
780	-3.9	0	0
782	-2.9	0	0
784	-2.9	0	0
786	-2.9	0	0
788	-3.9	0	0
790	-3.9	0	0
792	-2.9	0	0
794	-2.9	0	0
796	-3.9	0	0
798	-2.9	0	0
800	-3.9	0	0
802	-2.9	0	0
804	-2.9	0	0
806	-2.9	0	0
808	-4.9	0	0
810	-4.9	0	0
812	-3.9	0	0
814	-2.9	0	0
816	-3.9	0	0
818	-2.9	0	0
820	-3.9	0	0
822	-2.9	0	0
824	-2.9	0	0
826	-2.9	0	0
828	-3.9	0	0
830	-3.9	0	0
832	-3.9	0	0
834	-3.9	0	0
836	-3.9	0	0
838	-2.9	0	0
840	-4.9	0	0
842	-3.9	0	0
844	-3.9	0	0
846	-2.9	0	0
848	-4.9	0	0
850	-3.9	0	0
852	-2.9	0	0
854	-2.9	0	0
856	-3.9	0	0
858	-1.9	0	0
860	-3.9	0	0
862	-3.9	0	0
864	-2.9	0	0
866	-3.9	0	0
868	-4.9	0	0
870	-3.9	0	0
872	-3.9	0	0
874	-3.9	0	0
876	-3.9	0	0
878	-2.9	0	0
880	-4.9	0	0
882	-3.9	0	0
884	-3.9	0	0
886	-3.9	0	0
888	-4.9	0	0
890	-4.9	0	0
892	-3.9	0	0
894	-2.9	0	0
896	-3.9	0	0
898	-3.9	0	0
900	-5.9	0	0
902	-4.9	0	0
904	-3.9	0	0
906	-3.9	0	0
908	-5.9	0	0
910	-4.9	0	0
912	-3.9	0	0
914	-3.9	0	0
916	-3.9	0	0
918	-3.9	0	0
920	-4.9	0	0
922	-3.9	0	0
924	-3.9	0	0
926	-3.9	0	0
928	-4.9	0	0
930	-4.9	0	0
932	-3.9	0	0
934	-3.9	0	0
936	-3.9	0	0
938	-3.9	0	0
940	-3.9	0	0
942	-3.9	0	0
944	-3.9	0	0
946	-3.9	0	0
948	-4.9	0	0
950	-4.9	0	0
952	-3.9	0	0
954	-3.9	0	0
956	-3.9	0	0
958	-2.9	0	0
960	-3.9	0	0
962	-2.9	0	0
964	-2.9	0	0
966	-2.9	0	0
968	-3.9	0	0
970	-3.9	0	0
972	-2.9	0	0
974	-2.9	0	0
976	-2.9	0	0
978	-2.9	0	0
980	-3.9	0	0
982	-2.9	0	0
984	-2.9	0	0
986	-1.9	0	0
988	-3.9	0	0
990	-3.9	0	0
992	-2.9	0	0
994	-1.9	0	0
996	-2.9	0	0
998	-0.9	0	0
