0	0.1	0	0
2	1.1	0	0
4	1.1	0	0
6	2.1	0	0
8	0.1	0	0
10	-1.9	0	0
12	-0.9	0	0
14	-0.9	0	0
16	-0.9	0	0
18	0.1	0	0
20	-1.9	0	0
22	-0.9	0	0
24	-0.9	0	0
26	-1.9	0	0
28	-2.9	0	0
30	-2.9	0	0
32	-1.9	0	0
34	-1.9	0	0
36	-1.9	0	0
38	-1.9	0	0
40	-2.9	0	0
42	-1.9	0	0
44	-0.9	0	0
46	-0.9	0	0
48	-2.9	0	0
50	-2.9	0	0
52	-1.9	0	0
54	-1.9	0	0
56	-1.9	0	0
58	-0.9	0	0
60	-2.9	0	0
62	-1.9	0	0
64	-1.9	0	0
66	-1.9	0	0
68	-2.9	0	0
70	-2.9	0	0
72	-1.9	0	0
74	-1.9	0	0
76	-1.9	0	0
78	-0.9	0	0
80	-1.9	0	0
82	-1.9	0	0
84	-1.9	0	0
86	-0.9	0	0
88	-2.9	0	0
90	-2.9	0	0
92	-1.9	0	0
94	-1.9	0	0
96	-1.9	0	0
98	0.1	0	0
100	-1.9	0	0
102	-1.9	0	0
104	-1.9	0	0
106	-1.9	0	0
108	-1.9	0	0
110	-1.9	0	0
112	-2.9	0	0
114	-2.9	0	0
116	-1.9	0	0
118	-0.9	0	0
120	-1.9	0	0
122	-0.9	0	0
124	-0.9	0	0
126	-0.9	0	0
128	-2.9	0	0
130	-1.9	0	0
132	-1.9	0	0
134	-1.9	0	0
136	-1.9	0	0
138	-0.9	0	0
140	-2.9	0	0
142	-1.9	0	0
144	-1.9	0	0
146	-0.9	0	0
148	-2.9	0	0
150	-2.9	0	0
152	-1.9	0	0
154	-1.9	0	0
156	-1.9	0	0
158	-0.9	0	0
160	-1.9	0	0
162	-0.9	0	0
164	-0.9	0	0
166	-0.9	0	0
168	-1.9	0	0
170	-2.9	0	0
172	-1.9	0	0
174	-1.9	0	0
176	-2.9	0	0
178	-0.9	0	0
180	-1.9	0	0
182	-0.9	0	0
184	-0.9	0	0
186	-1.9	0	0
188	-2.9	0	0
190	-2.9	0	0
192	-1.9	0	0
194	-1.9	0	0
196	-1.9	0	0
198	-0.9	0	0
200	-1.9	0	0
202	-0.9	0	0
204	-0.9	0	0
